province,plant_community_code,plant_community_name_scientific,plant_community_name_common,successional_state,analysis_name,avg_cover_percent,avg_nlog_cover_percent,constancy_percent,prominence_value,nlog_prominence_value
Alberta,MGA19,Distichlis stricta - Agropyron smithii - Carex,Salt Grass-Western Wheat Grass-Sedge,Reference plant community,Taraxacum_officinale,0.1,0.1,28.6,0.05,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Achillea_millefolium,1.94,0.54,67.9,1.6,2.77
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Antennaria_parvifolia,0.41,0.1,25,0.21,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Artemisia_cana,0.92,0.34,78.6,0.81,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Artemisia_frigida,4.8,1.4,96.4,4.71,3.85
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Artemisia_ludoviciana,1.86,0.57,71.4,1.57,2.75
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Astragalus_pectinatus,2.16,0.65,25,1.08,2.38
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Bouteloua_gracilis,2.29,0.7,71.4,1.93,2.96
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Calamagrostis_montanensis,0.55,0.12,53.6,0.4,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Carex,9.08,1.99,100,9.08,4.51
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Danthonia_intermedia,1.68,0.46,21.4,0.78,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Elymus_lanceolatus,11.56,2.25,39.3,7.25,4.28
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Erigeron_caespitosus,2.73,0.76,21.4,1.27,2.54
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Festuca_hallii,12.39,2.18,50,8.76,4.47
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Festuca_idahoensis,4.23,1.31,25,2.11,3.05
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Gutierrezia_sarothrae,2.56,0.82,50,1.81,2.89
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Helictochloa_hookeri,1.07,0.34,25,0.54,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Hesperostipa_comata,6.6,1.66,64.3,5.29,3.97
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Hesperostipa_curtiseta,36.09,3.52,100,36.09,5.89
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Koeleria_macrantha,9.75,2.14,100,9.75,4.58
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Nassella_viridula,2.69,0.73,28.6,1.44,2.66
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Pascopyrum_smithii,5.21,1.3,64.3,4.17,3.73
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Phlox_hoodii,1.56,0.46,42.9,1.02,2.32
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Poa_secunda,1.21,0.36,46.4,0.82,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Sphaeralcea_coccinea,1.14,0.28,64.3,0.92,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Symphoricarpos_occidentalis,0.53,0.24,39.3,0.33,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Thermopsis_rhombifolia,0.84,0.21,42.9,0.55,0.1
Alberta,MGA2,Stipa curtiseta - Festuca hallii,Western Porcupine Grass-Plains Rough Fescue,Successional plant community,Vicia_americana,0.85,0.21,60.7,0.66,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Achillea_millefolium,0.43,0.1,42.9,0.28,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Antennaria_parvifolia,0.8,0.13,21.4,0.37,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Artemisia_cana,0.47,0.15,71.4,0.4,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Artemisia_frigida,2.64,0.79,100,2.64,3.27
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Artemisia_ludoviciana,0.88,0.18,28.6,0.47,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Astragalus_pectinatus,2.75,0.95,28.6,1.47,2.69
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Bouteloua_gracilis,4.57,1.08,85.7,4.23,3.74
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Calamagrostis_montanensis,1.01,0.31,50,0.72,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Carex,3.72,1.05,71.4,3.14,3.45
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Carex_filifolia,4.02,1.12,64.3,3.22,3.47
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Cirsium_arvense,2.67,0.66,21.4,1.23,2.51
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Comandra_umbellata,0.3,0.1,35.7,0.18,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Elymus_lanceolatus,13.02,2.34,85.7,12.05,4.79
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Hesperostipa_comata,14.98,2.43,92.9,14.44,4.97
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Hesperostipa_curtiseta,4.24,1.18,35.7,2.53,3.23
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Heterotheca_villosa,0.83,0.2,21.4,0.39,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Koeleria_macrantha,6.61,1.57,100,6.61,4.19
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Liatris_punctata,0.98,0.21,42.9,0.64,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Lupinus_sericeus,1.33,0.43,21.4,0.62,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Nassella_viridula,4.25,0.99,28.6,2.27,3.12
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Pascopyrum_smithii,0.97,0.29,42.9,0.63,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Phlox_hoodii,1.41,0.41,85.7,1.3,2.57
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Poa_secunda,2.92,0.89,71.4,2.47,3.21
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Rosa_arkansana,0.7,0.1,21.4,0.32,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Selaginella_densa,9.3,1.73,21.4,4.31,3.76
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Solidago_missouriensis,0.43,0.1,21.4,0.2,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Sphaeralcea_coccinea,0.36,0.1,35.7,0.22,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Symphoricarpos_occidentalis,3.18,0.99,64.3,2.55,3.24
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Taraxacum_officinale,0.7,0.1,28.6,0.37,0.1
Alberta,MGA20,Agropyron dasystachyum - Stipa comata - Koeleria macrantha,Needle-and-Thread- Northern Wheat Grass-June Grass,Reference plant community,Thermopsis_rhombifolia,1.08,0.26,28.6,0.57,0.1
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Achillea_millefolium,4,1.19,40,2.53,3.23
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Artemisia_frigida,5,1.39,100,5,3.91
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Bouteloua_gracilis,2.88,0.82,100,2.88,3.36
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Carex,6.68,1.59,100,6.68,4.2
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Elymus_lanceolatus,20.8,2.32,60,16.11,5.08
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Hesperostipa_comata,15.15,2.49,80,13.55,4.91
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Hesperostipa_curtiseta,14.05,2.57,40,8.89,4.49
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Koeleria_macrantha,4.85,1.25,80,4.34,3.77
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Krascheninnikovia_lanata,5.2,1.58,40,3.29,3.49
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Nassella_viridula,5.43,1.47,80,4.85,3.88
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Pascopyrum_smithii,34.6,3.32,100,34.6,5.85
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Poa_pratensis,0.55,0.1,40,0.35,0.1
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Sphaeralcea_coccinea,1.37,0.46,60,1.06,2.36
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Symphoricarpos_albus,2.4,0.75,40,1.52,2.72
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Tragopogon_dubius,1.2,0.32,80,1.07,2.37
Alberta,MGA21,Agropyron - Stipa comata,Wheat Grass- Needle-and-Thread,Reference plant community,Vicia_americana,1.4,0.47,40,0.89,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Agropyron_cristatum,1,0.32,28.6,0.53,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Androsace_septentrionalis,1.05,0.1,28.6,0.56,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Artemisia_frigida,9.97,1.71,85.7,9.23,4.52
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Bouteloua_gracilis,11.23,2.03,57.1,8.49,4.44
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Calamagrostis_montanensis,1.35,0.49,28.6,0.72,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Carex,2.47,0.7,42.9,1.61,2.78
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Carex_duriuscula,8.7,2.16,57.1,6.58,4.19
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Elymus_lanceolatus,5.05,1.49,57.1,3.82,3.64
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Hesperostipa_comata,47.56,3.8,100,47.56,6.16
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Koeleria_macrantha,13.13,2.16,100,13.13,4.88
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Krascheninnikovia_lanata,5.58,1.26,57.1,4.21,3.74
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Lappula_occidentalis,0.1,0.1,28.6,0.05,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Lepidium_densiflorum,0.28,0.1,57.1,0.21,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Pascopyrum_smithii,6.38,1.35,71.4,5.39,3.99
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Plantago_patagonica,0.17,0.1,42.9,0.11,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Poa_pratensis,0.6,0.1,28.6,0.32,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Poa_secunda,1.15,0.35,28.6,0.61,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Sphaeralcea_coccinea,1.55,0.58,57.1,1.17,2.46
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Taraxacum_officinale,0.2,0.1,28.6,0.11,0.1
Alberta,MGA22,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Thermopsis_rhombifolia,1.7,0.55,28.6,0.91,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Achillea_millefolium,1.11,0.28,80,1,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Antennaria_parvifolia,0.2,0.1,30,0.11,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Artemisia_cana,0.5,0.2,80,0.45,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Artemisia_frigida,4.28,1.31,100,4.28,3.76
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Artemisia_ludoviciana,1.71,0.52,70,1.43,2.66
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Astragalus_pectinatus,0.47,0.1,30,0.26,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Bouteloua_gracilis,2.9,0.81,60,2.25,3.11
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Calamagrostis_montanensis,0.57,0.11,60,0.44,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Carex,11.07,2.35,90,10.5,4.65
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Dasiphora_fruticosa,0.1,0.1,30,0.05,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Elymus_lanceolatus,14.86,2.52,50,10.51,4.65
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Festuca_hallii,8.23,1.93,90,7.81,4.36
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Geum_triflorum,1.83,0.57,30,1,2.31
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Glycyrrhiza_lepidota,1.2,0.24,40,0.76,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Gutierrezia_sarothrae,2.46,0.83,80,2.2,3.09
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Hesperostipa_comata,17.77,2.55,100,17.77,5.18
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Hesperostipa_curtiseta,8.53,1.8,90,8.1,4.39
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Koeleria_macrantha,12.07,2.38,100,12.07,4.79
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Nassella_viridula,2.37,0.79,60,1.83,2.91
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Pascopyrum_smithii,8.9,1.87,70,7.45,4.31
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Phlox_hoodii,1.55,0.56,40,0.98,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Poa_secunda,1.04,0.3,50,0.74,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Sphaeralcea_coccinea,3.1,0.54,70,2.59,3.26
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Symphoricarpos_occidentalis,0.43,0.21,80,0.38,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Thermopsis_rhombifolia,0.93,0.21,40,0.59,0.1
Alberta,MGA3,Stipa comata - Koeleria macrantha,Needle-and-Thread-June Grass,Successional plant community,Vicia_americana,1.6,0.5,40,1.01,2.31
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Achillea_millefolium,0.4,0.1,75,0.35,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Agoseris_glauca,0.1,0.1,25,0.05,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Allium_cernuum,0.2,0.1,50,0.14,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Androsace_septentrionalis,0.6,0.1,50,0.42,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Antennaria_parvifolia,0.85,0.26,50,0.6,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Artemisia_cana,0.4,0.1,50,0.28,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Artemisia_frigida,0.93,0.25,100,0.93,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Artemisia_ludoviciana,0.7,0.14,50,0.49,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Astragalus_gilviflorus,0.4,0.1,25,0.2,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Bouteloua_gracilis,0.4,0.1,25,0.2,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Carex,2.2,0.54,100,2.2,3.09
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Carex_filifolia,2.3,0.8,100,2.3,3.14
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Carex_pensylvanica,0.4,0.1,50,0.28,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Cerastium_arvense,0.4,0.1,25,0.2,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Chamaerhodos_erecta,0.3,0.1,25,0.15,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Comandra_umbellata,0.25,0.1,50,0.18,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Elaeagnus_commutata,6.9,1.93,25,3.45,3.54
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Elymus_lanceolatus,7.8,2.01,100,7.8,4.36
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Erigeron_caespitosus,0.1,0.1,25,0.05,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Eriogonum_flavum,0.67,0.1,75,0.58,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Festuca_campestris,2,0.69,25,1,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Festuca_idahoensis,3.4,1.21,50,2.4,3.18
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Gutierrezia_sarothrae,0.1,0.1,25,0.05,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Hesperostipa_comata,1.73,0.57,100,1.73,2.85
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Heterotheca_villosa,0.1,0.1,25,0.05,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Juncus_balticus,0.4,0.1,25,0.2,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Koeleria_macrantha,2.28,0.75,100,2.28,3.12
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Liatris_punctata,0.9,0.1,25,0.45,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Linum_rigidum,0.1,0.1,50,0.07,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Muhlenbergia_cuspidata,0.55,0.1,50,0.39,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Muhlenbergia_richardsonis,0.3,0.1,25,0.15,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Nassella_viridula,0.45,0.1,50,0.32,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Oenothera_suffrutescens,0.2,0.1,25,0.1,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Paronychia_sessiliflora,0.35,0.1,50,0.25,0.1
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Pascopyrum_smithii,5.8,1.76,25,2.9,3.37
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Phlox_hoodii,1.53,0.52,100,1.53,2.72
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Poa_compressa,2.77,0.92,75,2.4,3.18
Alberta,MGA32,Agropyron dasystachyum – Koeleria macrantha,Snowberry/ Northern Wheat Grass – June Grass,Successional plant community,Poa_secunda,0.2,0.1,25,0.1,0.1
